state,year,month,api
Sarawak,2019,1,40.90456989
Sarawak,2019,2,42.2071535
Sarawak,2019,3,51.15725806
Sarawak,2019,4,45.68194444
Sarawak,2019,5,47.88306452
Sarawak,2019,6,39.97777778
Sarawak,2019,7,51.45833333
Sarawak,2019,8,67.28494624
Sarawak,2019,9,135.3416667
Sarawak,2019,10,40.39516129
Sarawak,2019,11,46.52777778
Sarawak,2019,12,33.46236559
Sarawak,2020,1,37.40188172
Sarawak,2020,2,41.95977011
Sarawak,2020,3,37.17741935
Sarawak,2020,4,35.87083333
Sarawak,2020,5,32.69354839
Sarawak,2020,6,32.70792768
Sarawak,2020,7,33.66263441
Sarawak,2020,8,48.24865591
Sarawak,2020,9,35.05967977
Sarawak,2020,10,37.47580645
Sarawak,2020,11,31.07638889
Sarawak,2020,12,29.13575269
Sarawak,2021,1,25.06989247
Sarawak,2021,2,36.9702381
Sarawak,2021,3,33.98387097
Sarawak,2021,4,46.48611111
Sarawak,2021,5,34.75
Sarawak,2021,6,34.93333333
Sarawak,2021,7,39.82930108
Sarawak,2021,8,41.63172043
Sarawak,2021,9,38.82916667
Sarawak,2021,10,28.34139785
Sarawak,2021,11,25.26666667
Sarawak,2021,12,24.23924731
Sarawak,2022,1,25.28129206
Sarawak,2022,2,33.57973174
Sarawak,2022,3,29.69541779
Sarawak,2022,4,29.86629526
Sarawak,2022,5,32.97435897
Kedah,2017,1,
Kedah,2017,2,
Kedah,2017,3,
Kedah,2017,4,12.83004926
Kedah,2017,5,22.8854314
Kedah,2017,6,22.91114701
Kedah,2017,7,32.77419355
Kedah,2017,8,21.77337559
Kedah,2017,9,17.83029453
Kedah,2017,10,16.76174497
Kedah,2017,11,15.52448657
Kedah,2017,12,20.72043011
Kedah,2018,1,18.2835408
Kedah,2018,2,26.6601626
Kedah,2018,3,22.52071823
Kedah,2018,4,22.86605784
Kedah,2018,5,20.62865948
Kedah,2018,6,21.99244713
Kedah,2018,7,26.38623596
Kedah,2018,8,44.95564516
Kedah,2018,9,46.3
Kedah,2018,10,41.73252688
Kedah,2018,11,46.75694444
Kedah,2018,12,43.47715054
Kedah,2019,1,51.37634409
Kedah,2019,2,54.13244048
Kedah,2019,3,59.04435484
Kedah,2019,4,53.45
Kedah,2019,5,47.27419355
Kedah,2019,6,52.34444444
Kedah,2019,7,62.12903226
Kedah,2019,8,56.6438172
Kedah,2019,9,72.45138889
Kedah,2019,10,39.94758065
Kedah,2019,11,34.43888889
Kedah,2019,12,43.63709677
Kedah,2020,1,49.57123656
Kedah,2020,2,48.86781609
Kedah,2020,3,56.53897849
Kedah,2020,4,40.79444444
Kedah,2020,5,38.10483871
Kedah,2020,6,51.04867872
Kedah,2020,7,48.81586022
Kedah,2020,8,59.88575269
Kedah,2020,9,47.25181951
Kedah,2020,10,37.11827957
Kedah,2020,11,40.94305556
Kedah,2020,12,41.67473118
Kedah,2021,1,48.1061828
Kedah,2021,2,58.95833333
Kedah,2021,3,52.82795699
Kedah,2021,4,40.72600834
Kedah,2021,5,42.15591398
Kedah,2021,6,44.70138889
Kedah,2021,7,46.01209677
Kedah,2021,8,34.04166667
Kedah,2021,9,36.34027778
Kedah,2021,10,34.26075269
Kedah,2021,11,38.47916667
Kedah,2021,12,51.60215054
Kedah,2022,1,58.27187079
Kedah,2022,2,48.74217586
Kedah,2022,3,49.39919355
Kedah,2022,4,48.10277778
Kedah,2022,5,37.33974359
Labuan,2017,1,
Labuan,2017,2,
Labuan,2017,3,
Labuan,2017,4,
Labuan,2017,5,
Labuan,2017,6,
Labuan,2017,7,
Labuan,2017,8,
Labuan,2017,9,
Labuan,2017,10,
Labuan,2017,11,
Labuan,2017,12,
Labuan,2018,1,
Labuan,2018,2,17.3125
Labuan,2018,3,18.53450609
Labuan,2018,4,20.45340751
Labuan,2018,5,17.22983871
Labuan,2018,6,24.59319527
Labuan,2018,7,22.60752688
Labuan,2018,8,47.3454039
Labuan,2018,9,45.49166667
Labuan,2018,10,39.55510753
Labuan,2018,11,30.19444444
Labuan,2018,12,31.97849462
Labuan,2019,1,31.21908602
Labuan,2019,2,46.25038402
Labuan,2019,3,46.80376344
Labuan,2019,4,44.63333333
Labuan,2019,5,44.5766129
Labuan,2019,6,32.525
Labuan,2019,7,42.69262865
Labuan,2019,8,56.17876344
Labuan,2019,9,65.45555556
Labuan,2019,10,40.23790323
Labuan,2019,11,47.55694444
Labuan,2019,12,43.27419355
Labuan,2020,1,45.09543011
Labuan,2020,2,44.7183908
Labuan,2020,3,49.58736559
Labuan,2020,4,48.73194444
Labuan,2020,5,38.80510753
Labuan,2020,6,32.69541029
Labuan,2020,7,33.80241935
Labuan,2020,8,41.21370968
Labuan,2020,9,33.00436681
Labuan,2020,10,46.35607094
Labuan,2020,11,41.97222222
Labuan,2020,12,34.82258065
Labuan,2021,1,30.29301075
Labuan,2021,2,41.17261905
Labuan,2021,3,37.84408602
Labuan,2021,4,45.73472222
Labuan,2021,5,38.87903226
Labuan,2021,6,49.84861111
Labuan,2021,7,46.95833333
Labuan,2021,8,49.00806452
Labuan,2021,9,51.67222222
Labuan,2021,10,48.04973118
Labuan,2021,11,46.58333333
Labuan,2021,12,36.92473118
Labuan,2022,1,43.39973082
Labuan,2022,2,32.3880597
Labuan,2022,3,38.53897849
Labuan,2022,4,38.5125
Labuan,2022,5,56.91666667
Kedah,2017,1,34.1771978
Kedah,2017,2,41.70982143
Kedah,2017,3,42.56491713
Kedah,2017,4,26.48746518
Kedah,2017,5,21.81866197
Kedah,2017,6,23.47585227
Kedah,2017,7,26.1669024
Kedah,2017,8,21.39703903
Kedah,2017,9,18.86666667
Kedah,2017,10,23.38037634
Kedah,2017,11,18.61388889
Kedah,2017,12,25.41801075
Kedah,2018,1,21.86781609
Kedah,2018,2,31.61966605
Kedah,2018,3,23.18834688
Kedah,2018,4,24.16666667
Kedah,2018,5,21.04096045
Kedah,2018,6,25.57243816
Kedah,2018,7,25.65188172
Kedah,2018,8,37.8561828
Kedah,2018,9,33.77777778
Kedah,2018,10,33.59274194
Kedah,2018,11,36.93333333
Kedah,2018,12,33.82526882
Kedah,2019,1,46.30510753
Kedah,2019,2,44.66517857
Kedah,2019,3,55.50403226
Kedah,2019,4,50.23472222
Kedah,2019,5,38.08870968
Kedah,2019,6,40.06944444
Kedah,2019,7,51.22177419
Kedah,2019,8,47.09408602
Kedah,2019,9,63.24861111
Kedah,2019,10,37.61290323
Kedah,2019,11,39.34583333
Kedah,2019,12,45.75403226
Kedah,2020,1,45.44354839
Kedah,2020,2,47.03448276
Kedah,2020,3,49.43413978
Kedah,2020,4,40.15416667
Kedah,2020,5,33.96236559
Kedah,2020,6,38.05006954
Kedah,2020,7,37.59274194
Kedah,2020,8,42.82392473
Kedah,2020,9,30.52256186
Kedah,2020,10,27.98252688
Kedah,2020,11,33.27916667
Kedah,2020,12,37.30913978
Kedah,2021,1,48.81854839
Kedah,2021,2,51.23065476
Kedah,2021,3,45.34408602
Kedah,2021,4,34.6125
Kedah,2021,5,29.3077957
Kedah,2021,6,35.58472222
Kedah,2021,7,37.61021505
Kedah,2021,8,27.60349462
Kedah,2021,9,25.80555556
Kedah,2021,10,29.44086022
Kedah,2021,11,24.79166667
Kedah,2021,12,44.33064516
Kedah,2022,1,50.57065949
Kedah,2022,2,38.16989568
Kedah,2022,3,38.87933426
Kedah,2022,4,37.78055556
Kedah,2022,5,28.43589744
Johor,2017,1,38.10124827
Johor,2017,2,41.37946429
Johor,2017,3,44.82506887
Johor,2017,4,39.37361111
Johor,2017,5,27.43984962
Johor,2017,6,30.41609589
Johor,2017,7,25.69165488
Johor,2017,8,27.19215156
Johor,2017,9,30.45492958
Johor,2017,10,31.34677419
Johor,2017,11,25.96111111
Johor,2017,12,26.75806452
Johor,2018,1,20.5401662
Johor,2018,2,26.46416938
Johor,2018,3,23.90040377
Johor,2018,4,27.48132184
Johor,2018,5,28.75168691
Johor,2018,6,25.34876033
Johor,2018,7,28.22983871
Johor,2018,8,47.35675676
Johor,2018,9,63.61666667
Johor,2018,10,60.63978495
Johor,2018,11,55.08333333
Johor,2018,12,52.8266129
Johor,2019,1,50.15053763
Johor,2019,2,52.90755008
Johor,2019,3,59.69354839
Johor,2019,4,59.76944444
Johor,2019,5,62.18145161
Johor,2019,6,56.89027778
Johor,2019,7,58.75403226
Johor,2019,8,64.02688172
Johor,2019,9,87.79166667
Johor,2019,10,62.34005376
Johor,2019,11,61.2375
Johor,2019,12,47.4905914
Johor,2020,1,48.47715054
Johor,2020,2,49.96551724
Johor,2020,3,52.43145161
Johor,2020,4,48.48055556
Johor,2020,5,49.51344086
Johor,2020,6,52.41585535
Johor,2020,7,50.92607527
Johor,2020,8,56.89247312
Johor,2020,9,55.93886463
Johor,2020,10,54.94086022
Johor,2020,11,52.8375
Johor,2020,12,50.0766129
Johor,2021,1,43.79301075
Johor,2021,2,54.80059524
Johor,2021,3,55.11290323
Johor,2021,4,61.94722222
Johor,2021,5,58.94892473
Johor,2021,6,60.24166667
Johor,2021,7,56.60483871
Johor,2021,8,52.69758065
Johor,2021,9,53.88333333
Johor,2021,10,60.72983871
Johor,2021,11,53.6125
Johor,2021,12,51.45698925
Johor,2022,1,46.44414536
Johor,2022,2,48.26527571
Johor,2022,3,52.29032258
Johor,2022,4,58.9625
Johor,2022,5,53.53205128
Sarawak,2017,1,22.9958042
Sarawak,2017,2,20.31994048
Sarawak,2017,3,22.10130246
Sarawak,2017,4,21.01339286
Sarawak,2017,5,14.04230769
Sarawak,2017,6,15.05
Sarawak,2017,7,17.39784946
Sarawak,2017,8,15.81301939
Sarawak,2017,9,16.00277778
Sarawak,2017,10,16.79301075
Sarawak,2017,11,14.65416667
Sarawak,2017,12,13.67972028
Sarawak,2018,1,12.19756428
Sarawak,2018,2,14.63474026
Sarawak,2018,3,16.18132612
Sarawak,2018,4,16.74105866
Sarawak,2018,5,13.91129032
Sarawak,2018,6,14.93156425
Sarawak,2018,7,18.0672043
Sarawak,2018,8,40.33098592
Sarawak,2018,9,40.84305556
Sarawak,2018,10,34.2016129
Sarawak,2018,11,30.77083333
Sarawak,2018,12,28.94758065
Sarawak,2019,1,36.39784946
Sarawak,2019,2,51.9047619
Sarawak,2019,3,44.66935484
Sarawak,2019,4,43.92083333
Sarawak,2019,5,35.25
Sarawak,2019,6,27.66805556
Sarawak,2019,7,31.89784946
Sarawak,2019,8,48.99193548
Sarawak,2019,9,63.25
Sarawak,2019,10,23.18817204
Sarawak,2019,11,32.87083333
Sarawak,2019,12,20.65188172
Sarawak,2020,1,30.88844086
Sarawak,2020,2,38.79166667
Sarawak,2020,3,38.0577957
Sarawak,2020,4,31.39722222
Sarawak,2020,5,27.08870968
Sarawak,2020,6,21.54798331
Sarawak,2020,7,20.27419355
Sarawak,2020,8,29.64784946
Sarawak,2020,9,20.58660844
Sarawak,2020,10,24.28091398
Sarawak,2020,11,21.10833333
Sarawak,2020,12,20.55645161
Sarawak,2021,1,20.11962366
Sarawak,2021,2,33.10714286
Sarawak,2021,3,31.4327957
Sarawak,2021,4,38.36944444
Sarawak,2021,5,26.72849462
Sarawak,2021,6,33.90277778
Sarawak,2021,7,33.15591398
Sarawak,2021,8,29.7688172
Sarawak,2021,9,30.7375
Sarawak,2021,10,38.27553763
Sarawak,2021,11,29.40416667
Sarawak,2021,12,25.81327801
Sarawak,2022,1,30.5766129
Sarawak,2022,2,26.9389881
Sarawak,2022,3,26.58019526
Sarawak,2022,4,31.21111111
Sarawak,2022,5,31.46794872
Penang,2017,1,41.28222524
Penang,2017,2,43.0544
Penang,2017,3,54.23293769
Penang,2017,4,51.69105691
Penang,2017,5,
Penang,2017,6,
Penang,2017,7,
Penang,2017,8,
Penang,2017,9,
Penang,2017,10,
Penang,2017,11,
Penang,2017,12,27.15498155
Penang,2018,1,24.64136126
Penang,2018,2,31.86129754
Penang,2018,3,28.42105263
Penang,2018,4,27.78303199
Penang,2018,5,25.33736559
Penang,2018,6,28.75588235
Penang,2018,7,32.42773723
Penang,2018,8,48.42777778
Penang,2018,9,49.85972222
Penang,2018,10,47.83198925
Penang,2018,11,51.51666667
Penang,2018,12,48.42876344
Penang,2019,1,53.13172043
Penang,2019,2,55.65177196
Penang,2019,3,60.15322581
Penang,2019,4,56.28333333
Penang,2019,5,48.5188172
Penang,2019,6,52.15972222
Penang,2019,7,61.83467742
Penang,2019,8,62.41397849
Penang,2019,9,83.18945869
Penang,2019,10,46.83198925
Penang,2019,11,41.875
Penang,2019,12,49.33736559
Penang,2020,1,53.30510753
Penang,2020,2,51.44252874
Penang,2020,3,57.69623656
Penang,2020,4,42.61388889
Penang,2020,5,42.02284946
Penang,2020,6,51.78998609
Penang,2020,7,50.97580645
Penang,2020,8,59.61021505
Penang,2020,9,47.47161572
Penang,2020,10,41.98924731
Penang,2020,11,42.85694444
Penang,2020,12,44.05510753
Penang,2021,1,53.29166667
Penang,2021,2,60.4375
Penang,2021,3,57.9864682
Penang,2021,4,46.67916667
Penang,2021,5,48.0483871
Penang,2021,6,49.3625
Penang,2021,7,51.05655172
Penang,2021,8,43.65188172
Penang,2021,9,46.55972222
Penang,2021,10,48.03494624
Penang,2021,11,39.79166667
Penang,2021,12,48.45967742
Penang,2022,1,58.16554509
Penang,2022,2,50.25186289
Penang,2022,3,50.75714286
Penang,2022,4,51.74861111
Penang,2022,5,41.82051282
Sarawak,2017,1,34.14650538
Sarawak,2017,2,35.91666667
Sarawak,2017,3,34.08815427
Sarawak,2017,4,20.82638889
Sarawak,2017,5,14.61424731
Sarawak,2017,6,15.30849478
Sarawak,2017,7,16.85080645
Sarawak,2017,8,12.2398374
Sarawak,2017,9,14.41527778
Sarawak,2017,10,17.34543011
Sarawak,2017,11,15.20833333
Sarawak,2017,12,13.71370968
Sarawak,2018,1,13.80913978
Sarawak,2018,2,19.37012987
Sarawak,2018,3,17.69354839
Sarawak,2018,4,19.64027778
Sarawak,2018,5,16.58870968
Sarawak,2018,6,24.27777778
Sarawak,2018,7,26.94086022
Sarawak,2018,8,47.58870968
Sarawak,2018,9,51.21805556
Sarawak,2018,10,51.41801075
Sarawak,2018,11,53.80694444
Sarawak,2018,12,49.62365591
Sarawak,2019,1,47.41801075
Sarawak,2019,2,54.26934524
Sarawak,2019,3,57.18682796
Sarawak,2019,4,72.1875
Sarawak,2019,5,50.39784946
Sarawak,2019,6,40.575
Sarawak,2019,7,48.55510753
Sarawak,2019,8,68.20967742
Sarawak,2019,9,90.66944444
Sarawak,2019,10,39.99731183
Sarawak,2019,11,49.75833333
Sarawak,2019,12,46.26075269
Sarawak,2020,1,48.16532258
Sarawak,2020,2,57.39511494
Sarawak,2020,3,48.73924731
Sarawak,2020,4,42.15694444
Sarawak,2020,5,36.78225806
Sarawak,2020,6,47.25730181
Sarawak,2020,7,43.08064516
Sarawak,2020,8,46.31048387
Sarawak,2020,9,40.19650655
Sarawak,2020,10,43.27553763
Sarawak,2020,11,53.025
Sarawak,2020,12,44.60887097
Sarawak,2021,1,35.76344086
Sarawak,2021,2,58.89434524
Sarawak,2021,3,54.10349462
Sarawak,2021,4,51.16805556
Sarawak,2021,5,39.88306452
Sarawak,2021,6,52.86111111
Sarawak,2021,7,47.05913978
Sarawak,2021,8,44.42204301
Sarawak,2021,9,39.30833333
Sarawak,2021,10,42.47715054
Sarawak,2021,11,36.02777778
Sarawak,2021,12,42.7688172
Sarawak,2022,1,45.86675639
Sarawak,2022,2,40.03278689
Sarawak,2022,3,31.90053763
Sarawak,2022,4,37.60555556
Sarawak,2022,5,49.60897436
Johor,2017,1,30.11522048
Johor,2017,2,30.24553571
Johor,2017,3,32.77021277
Johor,2017,4,29.01111111
Johor,2017,5,23.08978328
Johor,2017,6,28.73652695
Johor,2017,7,27.74386921
Johor,2017,8,25.44521498
Johor,2017,9,25.15107914
Johor,2017,10,29.05263158
Johor,2017,11,22.41384181
Johor,2017,12,24.32888889
Johor,2018,1,19.6685879
Johor,2018,2,29.1737013
Johor,2018,3,24.78761062
Johor,2018,4,
Johor,2018,5,
Johor,2018,6,
Johor,2018,7,
Johor,2018,8,
Johor,2018,9,
Johor,2018,10,
Johor,2018,11,
Johor,2018,12,
Johor,2019,1,
Johor,2019,2,
Johor,2019,3,
Johor,2019,4,
Johor,2019,5,
Johor,2019,6,
Johor,2019,7,
Johor,2019,8,
Johor,2019,9,
Johor,2019,10,
Johor,2019,11,
Johor,2019,12,
Johor,2020,1,
Johor,2020,2,
Johor,2020,3,
Johor,2020,4,
Johor,2020,5,
Johor,2020,6,
Johor,2020,7,
Johor,2020,8,
Johor,2020,9,
Johor,2020,10,
Johor,2020,11,
Johor,2020,12,
Johor,2021,1,
Johor,2021,2,
Johor,2021,3,
Johor,2021,4,
Johor,2021,5,
Johor,2021,6,
Johor,2021,7,
Johor,2021,8,
Johor,2021,9,
Johor,2021,10,
Johor,2021,11,
Johor,2021,12,
Johor,2022,1,
Johor,2022,2,
Johor,2022,3,
Johor,2022,4,
Johor,2022,5,
Sarawak,2017,1,
Sarawak,2017,2,
Sarawak,2017,3,
Sarawak,2017,4,15.74893617
Sarawak,2017,5,16.48264984
Sarawak,2017,6,18.91263941
Sarawak,2017,7,21.02472527
Sarawak,2017,8,18.26693767
Sarawak,2017,9,18.81944444
Sarawak,2017,10,18.54032258
Sarawak,2017,11,16.20571429
Sarawak,2017,12,15.28940217
Sarawak,2018,1,11.79213483
Sarawak,2018,2,16.39772727
Sarawak,2018,3,15.37903226
Sarawak,2018,4,20.24861111
Sarawak,2018,5,17.35349462
Sarawak,2018,6,20.86775632
Sarawak,2018,7,25.80241935
Sarawak,2018,8,57.56128134
Sarawak,2018,9,53.13055556
Sarawak,2018,10,38.76747312
Sarawak,2018,11,38.17222222
Sarawak,2018,12,40.3077957
Sarawak,2019,1,33.72177419
Sarawak,2019,2,35.37946429
Sarawak,2019,3,44.82123656
Sarawak,2019,4,42.91111111
Sarawak,2019,5,40.30107527
Sarawak,2019,6,31.65555556
Sarawak,2019,7,44.74865591
Sarawak,2019,8,57.68951613
Sarawak,2019,9,87.09027778
Sarawak,2019,10,24.10483871
Sarawak,2019,11,35.51388889
Sarawak,2019,12,19.20967742
Sarawak,2020,1,24.17204301
Sarawak,2020,2,30.30890805
Sarawak,2020,3,29.4811828
Sarawak,2020,4,28.33194444
Sarawak,2020,5,23.92876344
Sarawak,2020,6,20.58831711
Sarawak,2020,7,22.97580645
Sarawak,2020,8,36.75
Sarawak,2020,9,28.38864629
Sarawak,2020,10,33.38844086
Sarawak,2020,11,21.55
Sarawak,2020,12,22.40591398
Sarawak,2021,1,21.84543011
Sarawak,2021,2,27.26041667
Sarawak,2021,3,27.8561828
Sarawak,2021,4,40.82011331
Sarawak,2021,5,30.19623656
Sarawak,2021,6,28.98472222
Sarawak,2021,7,37.44892473
Sarawak,2021,8,33.1438172
Sarawak,2021,9,32.97361111
Sarawak,2021,10,33.5188172
Sarawak,2021,11,24.27842566
Sarawak,2021,12,25.48252688
Sarawak,2022,1,30.25672043
Sarawak,2022,2,29.40536513
Sarawak,2022,3,31.09090909
Sarawak,2022,4,30.2
Sarawak,2022,5,28.41025641
Negeri Sembilan,2017,1,48.45026882
Negeri Sembilan,2017,2,49.57400722
Negeri Sembilan,2017,3,57.60277778
Negeri Sembilan,2017,4,40.40967283
Negeri Sembilan,2017,5,37.26616541
Negeri Sembilan,2017,6,37.52186589
Negeri Sembilan,2017,7,36.34274194
Negeri Sembilan,2017,8,44.51478495
Negeri Sembilan,2017,9,41.63472222
Negeri Sembilan,2017,10,44.77016129
Negeri Sembilan,2017,11,32.2993007
Negeri Sembilan,2017,12,28.24495289
Negeri Sembilan,2018,1,26.57597685
Negeri Sembilan,2018,2,28.02016807
Negeri Sembilan,2018,3,30.03373819
Negeri Sembilan,2018,4,34.72777778
Negeri Sembilan,2018,5,32.47237569
Negeri Sembilan,2018,6,28.70097357
Negeri Sembilan,2018,7,29.03230148
Negeri Sembilan,2018,8,59.45694444
Negeri Sembilan,2018,9,71.90138889
Negeri Sembilan,2018,10,63.96774194
Negeri Sembilan,2018,11,60.80833333
Negeri Sembilan,2018,12,57.23924731
Negeri Sembilan,2019,1,51.27894003
Negeri Sembilan,2019,2,55.48660714
Negeri Sembilan,2019,3,65.67204301
Negeri Sembilan,2019,4,60.59914408
Negeri Sembilan,2019,5,57.35215054
Negeri Sembilan,2019,6,57.59305556
Negeri Sembilan,2019,7,66.38709677
Negeri Sembilan,2019,8,76.68548387
Negeri Sembilan,2019,9,116.9902778
Negeri Sembilan,2019,10,66.22446237
Negeri Sembilan,2019,11,60.65138889
Negeri Sembilan,2019,12,49.72715054
Negeri Sembilan,2020,1,52.39247312
Negeri Sembilan,2020,2,50.48132184
Negeri Sembilan,2020,3,55.56854839
Negeri Sembilan,2020,4,50.26527778
Negeri Sembilan,2020,5,56.2983871
Negeri Sembilan,2020,6,60.21001391
Negeri Sembilan,2020,7,61.62365591
Negeri Sembilan,2020,8,62.55241935
Negeri Sembilan,2020,9,58.90975255
Negeri Sembilan,2020,10,61.29973118
Negeri Sembilan,2020,11,55.65555556
Negeri Sembilan,2020,12,63.62096774
Negeri Sembilan,2021,1,56.87365591
Negeri Sembilan,2021,2,64.17857143
Negeri Sembilan,2021,3,61.68951613
Negeri Sembilan,2021,4,65.35416667
Negeri Sembilan,2021,5,61.11290323
Negeri Sembilan,2021,6,58.78194444
Negeri Sembilan,2021,7,58.27284946
Negeri Sembilan,2021,8,54.73521505
Negeri Sembilan,2021,9,56.7625
Negeri Sembilan,2021,10,59.28494624
Negeri Sembilan,2021,11,57.24583333
Negeri Sembilan,2021,12,54.78629032
Negeri Sembilan,2022,1,54
Negeri Sembilan,2022,2,53.41579732
Negeri Sembilan,2022,3,56.89919355
Negeri Sembilan,2022,4,65.14722222
Negeri Sembilan,2022,5,78.01923077
Terengganu,2017,1,37.66129032
Terengganu,2017,2,42.9389881
Terengganu,2017,3,40.82930108
Terengganu,2017,4,25.69061584
Terengganu,2017,5,18.26068376
Terengganu,2017,6,18.33281972
Terengganu,2017,7,21.71664374
Terengganu,2017,8,18.64682003
Terengganu,2017,9,17.24094708
Terengganu,2017,10,16.20137931
Terengganu,2017,11,13.96034483
Terengganu,2017,12,16.94775036
Terengganu,2018,1,16.32083333
Terengganu,2018,2,24.3474026
Terengganu,2018,3,20.68951613
Terengganu,2018,4,19.61388889
Terengganu,2018,5,16.5672043
Terengganu,2018,6,19.87916667
Terengganu,2018,7,27.8340081
Terengganu,2018,8,43.79569892
Terengganu,2018,9,49.375
Terengganu,2018,10,37.71505376
Terengganu,2018,11,30.32083333
Terengganu,2018,12,28.8077957
Terengganu,2019,1,37.45430108
Terengganu,2019,2,35.40625
Terengganu,2019,3,50.73655914
Terengganu,2019,4,46.48333333
Terengganu,2019,5,46.59408602
Terengganu,2019,6,47.26805556
Terengganu,2019,7,54.5766129
Terengganu,2019,8,65.0188172
Terengganu,2019,9,72.86388889
Terengganu,2019,10,32.32795699
Terengganu,2019,11,33.02361111
Terengganu,2019,12,37.91801075
Terengganu,2020,1,41.08467742
Terengganu,2020,2,40.97270115
Terengganu,2020,3,38.10752688
Terengganu,2020,4,32.83888889
Terengganu,2020,5,30.45967742
Terengganu,2020,6,35.16550765
Terengganu,2020,7,33.34274194
Terengganu,2020,8,42.02016129
Terengganu,2020,9,41.93002915
Terengganu,2020,10,39.86424731
Terengganu,2020,11,23.61944444
Terengganu,2020,12,25.69354839
Terengganu,2021,1,33.84946237
Terengganu,2021,2,42.47470238
Terengganu,2021,3,30.9422043
Terengganu,2021,4,38.54583333
Terengganu,2021,5,33.62096774
Terengganu,2021,6,46.21944444
Terengganu,2021,7,48.41935484
Terengganu,2021,8,44.83031989
Terengganu,2021,9,39.11047346
Terengganu,2021,10,40.14914773
Terengganu,2021,11,24.06944444
Terengganu,2021,12,33.90591398
Terengganu,2022,1,37.20726783
Terengganu,2022,2,28.96274218
Terengganu,2022,3,32.06744868
Terengganu,2022,4,35.7965616
Terengganu,2022,5,28.23076923
Johor,2017,1,34.88306452
Johor,2017,2,40.70982143
Johor,2017,3,43.51977401
Johor,2017,4,44.37222222
Johor,2017,5,29.11433172
Johor,2017,6,29.08472222
Johor,2017,7,28.80510753
Johor,2017,8,28.48985115
Johor,2017,9,32.41111111
Johor,2017,10,31.17876344
Johor,2017,11,22.82638889
Johor,2017,12,22.23553163
Johor,2018,1,16.63697706
Johor,2018,2,24.68506494
Johor,2018,3,21.68909825
Johor,2018,4,24.70707071
Johor,2018,5,29.82526882
Johor,2018,6,31.99142857
Johor,2018,7,35.15994624
Johor,2018,8,48.44086022
Johor,2018,9,60.87083333
Johor,2018,10,58.77150538
Johor,2018,11,54.59305556
Johor,2018,12,48.67069892
Johor,2019,1,43.39112903
Johor,2019,2,45.69494048
Johor,2019,3,58.20026882
Johor,2019,4,56.99166667
Johor,2019,5,58.02688172
Johor,2019,6,53.11977716
Johor,2019,7,56.64784946
Johor,2019,8,61.03629032
Johor,2019,9,79.05277778
Johor,2019,10,60.29435484
Johor,2019,11,59.05694444
Johor,2019,12,36.68682796
Johor,2020,1,34.03360215
Johor,2020,2,36.12356322
Johor,2020,3,44.42607527
Johor,2020,4,45.28194444
Johor,2020,5,46.2311828
Johor,2020,6,51.76912378
Johor,2020,7,50.8561828
Johor,2020,8,56.06317204
Johor,2020,9,53.18195051
Johor,2020,10,54.72311828
Johor,2020,11,47.98888889
Johor,2020,12,41.79704301
Johor,2021,1,32.60887097
Johor,2021,2,47.2202381
Johor,2021,3,47.53225806
Johor,2021,4,55.23888889
Johor,2021,5,53.30551817
Johor,2021,6,55.92777778
Johor,2021,7,52.02956989
Johor,2021,8,49.11934156
Johor,2021,9,51.85555556
Johor,2021,10,54.42934051
Johor,2021,11,51.10972222
Johor,2021,12,43.5094086
Johor,2022,1,42.07008086
Johor,2022,2,39.50074516
Johor,2022,3,48.92572215
Johor,2022,4,59.22638889
Johor,2022,5,54.37820513
Perak,2017,1,44.65591398
Perak,2017,2,44.68154762
Perak,2017,3,50.30638298
Perak,2017,4,37.15
Perak,2017,5,32.90076336
Perak,2017,6,34.16005666
Perak,2017,7,38.98252688
Perak,2017,8,34.03783784
Perak,2017,9,26.17222222
Perak,2017,10,28.03763441
Perak,2017,11,26.11666667
Perak,2017,12,29.54704301
Perak,2018,1,25.73260573
Perak,2018,2,34.54545455
Perak,2018,3,33.59972299
Perak,2018,4,34.37083333
Perak,2018,5,31.90013495
Perak,2018,6,33.42777778
Perak,2018,7,35.875
Perak,2018,8,55.56317204
Perak,2018,9,56.09861111
Perak,2018,10,52.99865591
Perak,2018,11,54.92732558
Perak,2018,12,50.79114799
Perak,2019,1,56.30107527
Perak,2019,2,58.53125
Perak,2019,3,61.79032258
Perak,2019,4,57.71944444
Perak,2019,5,52.92473118
Perak,2019,6,54.125
Perak,2019,7,60.12903226
Perak,2019,8,63.60887097
Perak,2019,9,82.64305556
Perak,2019,10,53.74517906
Perak,2019,11,50.77638889
Perak,2019,12,52.06048387
Perak,2020,1,55.10752688
Perak,2020,2,52.78992806
Perak,2020,3,56.28763441
Perak,2020,4,49.88194444
Perak,2020,5,44.9516129
Perak,2020,6,51.86230876
Perak,2020,7,50.83333333
Perak,2020,8,55.63575269
Perak,2020,9,53.18195051
Perak,2020,10,54.08870968
Perak,2020,11,48.40277778
Perak,2020,12,51.03763441
Perak,2021,1,54.09811828
Perak,2021,2,61.94196429
Perak,2021,3,61.90725806
Perak,2021,4,54.19583333
Perak,2021,5,54.19489247
Perak,2021,6,51.19861111
Perak,2021,7,56.60215054
Perak,2021,8,47.36021505
Perak,2021,9,51.86388889
Perak,2021,10,47.68548387
Perak,2021,11,41.65972222
Perak,2021,12,46.69758065
Perak,2022,1,59.27994616
